# text = increase and decrease in volume or pitch, as if in waves; 
# id = 00581355-v-1
# type = def
1	increase	wf	VB	increase%1|increase%2	increase%2:30:02::	man	0:8
24	his	wf	PRP$	his	_	ignore	107:110
25	quarrel	wf	NN	quarrel%1|quarrel%2	quarrel%1:10:00::	man	111:118
26	with	wf	IN	with	_	ignore	119:123
27	Agamemnon	wf	NNP	Agamemnon%1	agamemnon%1:18:00::	auto	124:133

# text = a son of Zeus who became king of Lycia; fought on behalf of the Trojans in the Trojan War and was killed by Patroclus
# id = 09501527-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	son	wf	NN	son%1	son%1:18:00::	auto	2:5
3	of	wf	IN	of	_	ignore	6:8
4	Zeus	wf	NNP	Zeus%1	zeus%1:18:00::	man	9:13
5	who	wf	WP	who	_	ignore	14:17
6	became	wf	VBD	become%2	_	un	18:24
7	king	wf	NN	king%1	king%1:18:00::	man	25:29
8	of	wf	IN	of	_	ignore	30:32
9	Lycia	wf	NNP	Lycia%1	lycia%1:15:00::	auto	33:38
10	;	wf	punc	_	_	ignore	38:39
11	fought	wf	VBN	fight%2	fight%2:33:00::	man	40:46
12	on	wf	IN	on	_	ignore	47:49
13	behalf	wf	NN	behalf%1	_	ignore	50:56
14	of	wf	IN	of	_	ignore	57:59
15	the	wf	DT	the	_	ignore	60:63
16	Trojans	wf	NNP	Trojan%1	trojan%1:18:00::	man	64:71
17	in	wf	IN	in	_	ignore	72:74
18	the	wf	DT	the	_	ignore	75:78
19	_	glob|a	_	Trojan_War%1	trojan_war%1:04:00::	auto	_
20	Trojan	cf|a	NNP	Trojan%1|Trojan%3	_	un	79:85
21	War	cf|a	NNP	War	_	un	86:89
22	and	wf	CC	and	_	ignore	90:93
23	was	wf	VBD	be%2	_	un	94:97
24	killed	wf	VBN	kill%2	kill%2:35:00::	man	98:104
25	by	wf	IN	by	_	ignore	105:107
26	Patroclus	wf	NNP	Patroclus%1	patroclus%1:18:00::	auto	108:117

# text = a supernatural creature (either a dwarf or a giant) that is supposed to live in caves or in the mountains
# id = 09502481-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	supernatural	wf	JJ	supernatural%1|supernatural%3	supernatural%3:00:00::	man	2:14
3	creature	wf	NN	creature%1	creature%1:03:00::|creature%1:18:01::	man	15:23
4	(	wf	punc	_	_	ignore	24:25
5	either	wf	CC	either	_	ignore	25:31
6	a	wf	DT	a	_	ignore	32:33
7	dwarf	wf	NN	dwarf%1|dwarf%2	dwarf%1:18:01::	man	34:39
8	or	wf	CC	or	_	ignore	40:42
9	a	wf	DT	a	_	ignore	43:44
10	giant	wf	NN	giant%1|giant%3	giant%1:18:02::	man	45:50
11	)	wf	punc	_	_	ignore	50:51
12	that	wf	WDT	that	_	ignore	52:56
13	is	wf	VBZ	i%1|be%2	_	un	57:59
14	supposed	wf	VBN	suppose%2|supposed%3	_	un	60:68
15	to	wf	TO	to	_	ignore	69:71
16	live	wf	VB	live%2|live%3|live%4	_	un	72:76
17	in	wf	IN	in	_	ignore	77:79
18	caves	wf	NNS	cave%1|cave%2	cave%1:17:00::	man	80:85
19	or	wf	CC	or	_	ignore	86:88
20	in	wf	IN	in	_	ignore	89:91
21	the	wf	DT	the	_	ignore	92:95
22	mountains	wf	NNS	mountain%1	mountain%1:17:00::	man	96:105

# text = mythical Norse warrior hero who gains an accursed hoard of gold and was killed by Brynhild; Siegfried is the German counterpart
# id = 09502080-n-1
# type = def
1	mythical	wf	JJ	mythical%3	mythical%5:00:00:unreal:00	auto	0:8
2	Norse	wf	JJ	Norse%1|Norse%3	norse%3:01:01::|norse%3:01:00::	man	9:14
3	warrior	wf	NN	warrior%1	warrior%1:18:00::	auto	15:22
4	hero	wf	NN	hero%1	hero%1:18:04::	man	23:27
5	who	wf	WP	who	_	ignore	28:31
6	gains	wf	VBZ	gain%1|gain%2	gain%2:40:00::	man	32:37
7	an	wf	DT	an	_	ignore	38:40
8	accursed	wf	JJ	accurse%2|accursed%3	accursed%5:00:00:cursed:00	man	41:49
9	hoard	wf	NN	hoard%1|hoard%2	hoard%1:21:00::	man	50:55
10	of	wf	IN	of	_	ignore	56:58
11	gold	wf	NN	gold%1|gold%3	gold%1:27:00::	man	59:63
12	and	wf	CC	and	_	ignore	64:67
13	was	wf	VBD	be%2	_	un	68:71
14	killed	wf	VBN	kill%2	kill%2:35:00::	man	72:78
15	by	wf	IN	by	_	ignore	79:81
16	Brynhild	wf	NNP	Brynhild%1	brynhild%1:18:00::	auto	82:90
17	;	wf	punc	_	_	ignore	90:91
18	Siegfried	wf	NNP	Siegfried%1	siegfried%1:18:00::	auto	92:101
19	is	wf	VBZ	i%1|be%2	_	un	102:104
20	the	wf	DT	the	_	ignore	105:108
21	German	wf	JJ	German%1|German%3	german%3:01:00::	man	109:115
22	counterpart	wf	NN	counterpart%1	counterpart%1:09:00::	man	116:127

# text = a king in ancient Greece who offended Zeus and whose punishment was to roll a huge boulder to the top of a steep hill; each time the boulder neared the top it rolled back down and Sisyphus was forced to start again
# id = 09498697-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	king	wf	NN	king%1	king%1:18:00::	man	2:6
3	in	wf	IN	in	_	ignore	7:9
4	ancient	wf	JJ	ancient%1|ancient%3	ancient%5:00:00:past:00	man	10:17
5	Greece	wf	NNP	Greece%1	_	un	18:24
6	who	wf	WP	who	_	ignore	25:28
7	offended	wf	VBN	offend%2|offended%3	offend%2:37:01::	man	29:37
8	Zeus	wf	NNP	Zeus%1	zeus%1:18:00::	man	38:42
9	and	wf	CC	and	_	ignore	43:46
10	whose	wf	WP$	whose	_	ignore	47:52
11	punishment	wf	NN	punishment%1	punishment%1:04:00::	auto	53:63
12	was	wf	VBZ	be%2	_	un	64:67
13	to	wf	TO	to	_	ignore	68:70
14	roll	wf	VB	roll%1|roll%2	_	un	71:75
15	a	wf	DT	a	_	ignore	76:77
16	huge	wf	JJ	huge%3	huge%5:00:01:large:00	auto	78:82
17	boulder	wf	NN	boulder%1	boulder%1:17:00::	auto	83:90
18	to	wf	TO	to	_	ignore	91:93
19	the	wf	DT	the	_	ignore	94:97
20	top	wf	NN	top%1|top%2|top%3	_	un	98:101
21	of	wf	IN	of	_	ignore	102:104
22	a	wf	DT	a	_	ignore	105:106
23	steep	wf	JJ	steep%1|steep%2|steep%3	steep%5:00:00:high:01	man	107:112
24	hill	wf	NN	hill%1|hill%2	hill%1:17:00::	man	113:117
25	;	wf	punc	_	_	ignore	117:118
26	each	wf	DT	each	_	ignore	119:123
27	time	wf	NN	time%1|time%2	_	un	124:128
28	the	wf	DT	the	_	ignore	129:132
29	boulder	wf	NN	boulder%1	boulder%1:17:00::	auto	133:140
30	neared	wf	VB	near%2	near%2:38:00::	man	141:147
31	the	wf	DT	the	_	ignore	148:151
32	top	wf	NN	top%1|top%2|top%3	_	un	152:155
33	it	wf	PRP	it	_	ignore	156:158
34	rolled	wf	VBN	roll%2|rolled%3	roll%2:38:00::	man	159:165
35	back	wf	RB	back%1|back%2|back%3|back%4	back%4:02:04::	man	166:170
36	down	wf	RB	down%1|down%2|down%3|down%4	down%4:02:00::	man	171:175
37	and	wf	CC	and	_	ignore	176:179
38	Sisyphus	wf	NNP	Sisyphus%1	_	un	180:188
39	was	wf	VBD	be%2	_	un	189:192
40	forced	wf	VBN	force%2|forced%3	_	un	193:199
41	to	wf	TO	to	_	ignore	200:202
42	start	wf	VB	start%1|start%2	start%2:30:00::	man	203:208
43	again	wf	RB	again%4	again%4:02:00::	auto	209:214

# text = a riddling winged monster with a woman's head and breast on a lion's body; daughter of Typhon
# id = 09502298-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	riddling	wf	VBG	riddle%2	riddle%2:32:00::	man	2:10
3	winged	wf	JJ	wing%2|winged%3	winged%3:00:00::	man	11:17
4	monster	wf	NN	monster%1	monster%1:18:02::	man	18:25
5	with	wf	IN	with	_	ignore	26:30
6	a	wf	DT	a	_	ignore	31:32
7	woman's	wf	NN	woman%1	woman%1:18:00::	man	33:40
8	head	wf	NN	head%1|head%2	head%1:08:00::	man	41:45
9	and	wf	CC	and	_	ignore	46:49
10	breast	wf	NN	breast%1|breast%2	_	un	50:56
11	on	wf	IN	on	_	ignore	57:59
12	a	wf	DT	a	_	ignore	60:61
13	lion's	wf	NN	lion%1	lion%1:05:00::	man	62:68
14	body	wf	NN	body%1|body%2	body%1:08:00::	man	69:73
15	;	wf	punc	_	_	ignore	73:74
16	daughter	wf	NN	daughter%1	daughter%1:18:00::	auto	75:83
17	of	wf	IN	of	_	ignore	84:86
18	Typhon	wf	NNP	Typhon%1	typhon%1:18:00::	auto	87:93

# text = a legendary Arabian bird said to periodically burn itself to death and emerge from the ashes as a new phoenix; according to most versions only one phoenix lived at a time and it renewed itself every 500 years
# id = 09500936-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	legendary	wf	JJ	legendary%3	legendary%5:00:00:unreal:00	man	2:11
3	Arabian	wf	JJ	Arabian%1|Arabian%3	arabian%3:01:01::	man	12:19
4	bird	wf	NN	bird%1|bird%2	bird%1:13:00::	man	20:24
5	said	wf	VBN	say%2|said%3	say%2:32:01::	man	25:29
6	to	wf	TO	to	_	ignore	30:32
7	periodically	wf	RB	periodically%4	periodically%4:02:00::	auto	33:45
8	burn	wf	VB	burn%1|burn%2	_	un	46:50
9	itself	wf	PRP	itself	_	ignore	51:57
10	to	wf	TO	to	_	ignore	58:60
11	death	wf	NN	death%1	death%1:11:00::	man	61:66
12	and	wf	CC	and	_	ignore	67:70
13	emerge	wf	VB	emerge%2	emerge%2:30:02::	man	71:77
14	from	wf	IN	from	_	ignore	78:82
15	the	wf	DT	the	_	ignore	83:86
16	ashes	wf	NNS	ash%1|ash%2	ash%1:27:01::	man	87:92
17	as	wf	IN	as	_	ignore	93:95
18	a	wf	DT	a	_	ignore	96:97
19	new	wf	JJ	new%3|new%4	_	un	98:101
20	phoenix	wf	NN	phoenix%1	phoenix%1:18:00::	man	102:109
21	;	wf	punc	_	_	ignore	109:110
22	according	wf	RB	accord%2|according%3	_	ignore	111:120
23	to	wf	TO	to	_	ignore	121:123
24	most	wf	DT	many%3|most%3|much%3|most%4|much%4	_	un	124:128
25	versions	wf	NNS	version%1	version%1:09:01::	man	129:137
26	only	wf	JJ	only%3|only%4	_	un	138:142
27	one	wf	CD	one	_	ignore	143:146
28	phoenix	wf	NN	phoenix%1	phoenix%1:18:00::	man	147:154
29	lived	wf	VBN	live%2	_	un	155:160
30	at	wf	IN	at	_	ignore	161:163
31	a	wf	DT	a	_	ignore	164:165
32	time	wf	NN	time%1|time%2	time%1:11:00::|time%1:28:05::	man	166:170
33	and	wf	CC	and	_	ignore	171:174
34	it	wf	PRP	it	_	ignore	175:177
35	renewed	wf	JJ	renew%2|renewed%3	renew%2:30:00::|renewed%5:00:00:revived:00	man	178:185
36	itself	wf	PRP	itself	_	ignore	186:192
37	every	wf	DT	every	_	ignore	193:198
38	500	wf	CD	500	_	ignore	199:202
39	years	wf	NNS	year%1|years%1	year%1:28:01::	man	203:208

# text = the effect of supernatural or divine intervention in human affairs
# id = 09504464-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	effect	wf	NN	effect%1|effect%2	_	un	4:10
3	of	wf	IN	of	_	ignore	11:13
4	supernatural	wf	JJ	supernatural%1|supernatural%3	supernatural%3:00:00::	man	14:26
5	or	wf	CC	or	_	ignore	27:29
6	divine	wf	JJ	divine%1|divine%2|divine%3	divine%5:00:00:heavenly:00	man	30:36
7	intervention	wf	NN	intervention%1	intervention%1:04:00::	man	37:49
8	in	wf	IN	in	_	ignore	50:52
9	human	wf	JJ	human%1|human%3	human%3:00:00::	man	53:58
10	affairs	wf	NNS	affair%1|affairs%1	affairs%1:09:00::	man	59:66

# text = son of Gaea and Tartarus who created the whirlwinds; had a terrifying voice and 100 dragon heads that spurted fire
# id = 09502700-n-1
# type = def
1	son	wf	NN	son%1	son%1:18:00::	auto	0:3
2	of	wf	IN	of	_	ignore	4:6
3	Gaea	wf	NNP	Gaea%1	gaea%1:18:00::	auto	7:11
4	and	wf	CC	and	_	ignore	12:15
5	Tartarus	wf	NNP	Tartarus%1	tartarus%1:09:00::	auto	16:24
6	who	wf	WP	who	_	ignore	25:28
7	created	wf	VBN	create%2	create%2:36:02::	man	29:36
8	the	wf	DT	the	_	ignore	37:40
9	whirlwinds	wf	NN	whirlwind%1	whirlwind%1:19:00::	auto	41:51
10	;	wf	punc	_	_	ignore	51:52
11	had	wf	VBD	have%2	_	un	53:56
12	a	wf	DT	a	_	ignore	57:58
13	terrifying	wf	JJ	terrify%2|terrifying%3	terrifying%5:00:00:alarming:00	man	59:69
14	voice	wf	NN	voice%1|voice%2	voice%1:07:00::	man	70:75
15	and	wf	CC	and	_	ignore	76:79
16	100	wf	CD	100	_	ignore	80:83
17	_	glob|a	_	dragonhead%1	dragonhead%1:20:00::	auto	_
18	dragon	cf|a	NN	dragon%1	_	un	84:90
19	heads	cf|a	NNS	head%1|head%2	_	un	91:96
20	that	wf	WDT	that	_	ignore	97:101
21	spurted	wf	VB	spurt%2	spurt%2:38:01::	man	102:109
22	fire	wf	NN	fire%1|fire%2	fire%1:22:00::	man	110:114

# text = the immortal winged horse that sprang from the blood of the slain Medusa; was tamed by Bellerophon with the help of a bridle given him by Athena; as the flying horse of the Muses it is a symbol of highflying imagination
# id = 09500625-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	immortal	wf	JJ	immortal%1|immortal%3	immortal%3:00:00::	man	4:12
3	winged	wf	JJ	wing%2|winged%3	winged%3:00:00::	man	13:19
4	horse	wf	NN	horse%1|horse%2	horse%1:05:00::	man	20:25
5	that	wf	WDT	that	_	ignore	26:30
6	sprang	wf	VB	spring%2	spring%2:42:00::	man	31:37
7	from	wf	IN	from	_	ignore	38:42
8	the	wf	DT	the	_	ignore	43:46
9	blood	wf	NN	blood%1|blood%2	blood%1:08:00::	man	47:52
10	of	wf	IN	of	_	ignore	53:55
11	the	wf	DT	the	_	ignore	56:59
12	slain	wf	JJ	slain%1|slay%2|slain%3	slain%5:00:01:dead:01	man	60:65
13	Medusa	wf	NNP	Medusa%1	_	un	66:72
14	;	wf	punc	_	_	ignore	72:73
15	was	wf	VBD	be%2	_	un	74:77
16	tamed	wf	JJ	tame%2|tamed%3	tamed%3:00:04::	man	78:83
17	by	wf	IN	by	_	ignore	84:86
18	Bellerophon	wf	NNP	Bellerophon%1	bellerophon%1:18:00::	auto	87:98
19	with	wf	IN	with	_	ignore	99:103
20	the	wf	DT	the	_	ignore	104:107
21	help	wf	NN	help%1|help%2	_	un	108:112
22	of	wf	IN	of	_	ignore	113:115
23	a	wf	DT	a	_	ignore	116:117
24	bridle	wf	NN	bridle%1|bridle%2	bridle%1:06:00::	man	118:124
25	given	wf	VBN	given%1|give%2|given%3	_	un	125:130
26	him	wf	PRP	him	_	ignore	131:134
27	by	wf	IN	by	_	ignore	135:137
28	Athena	wf	NNP	Athena%1	athena%1:18:00::	auto	138:144
29	;	wf	punc	_	_	ignore	144:145
30	as	wf	IN	as	_	ignore	146:148
31	the	wf	DT	the	_	ignore	149:152
32	flying	wf	JJ	flying%1|fly%2|flying%3	flying%5:00:00:moving:02	man	153:159
33	horse	wf	NN	horse%1|horse%2	horse%1:05:00::	man	160:165
34	of	wf	IN	of	_	ignore	166:168
35	the	wf	DT	the	_	ignore	169:172
36	Muses	wf	NNP	Mus%1|Muse%1	muse%1:18:00::	man	173:178
37	it	wf	PRP	it	_	ignore	179:181
38	is	wf	VBZ	i%1|be%2	_	un	182:184
39	a	wf	DT	a	_	ignore	185:186
40	symbol	wf	NN	symbol%1	symbol%1:09:00::	man	187:193
41	of	wf	IN	of	_	ignore	194:196
42	highflying	wf	JJ	highflying%3	highflying%5:00:00:unrestrained:00	man	197:207
43	imagination	wf	NN	imagination%1	imagination%1:09:02::|imagination%1:09:01::	man	208:219

# text = an incorporeal being believed to have powers to affect the course of human events
# id = 09504135-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	incorporeal	wf	JJ	incorporeal%3	incorporeal%3:00:00::	auto	3:14
3	being	wf	NN	being%1|be%2	_	un	15:20
4	believed	wf	VBN	believe%2	_	un	21:29
5	to	wf	TO	to	_	ignore	30:32
6	have	wf	VB	have%1|have%2	_	un	33:37
7	powers	wf	NNS	power%1|power%2	_	un	38:44
8	to	wf	TO	to	_	ignore	45:47
9	affect	wf	VB	affect%1|affect%2	affect%2:30:00::	man	48:54
10	the	wf	DT	the	_	ignore	55:58
11	course	wf	NN	course%1|course%2|course%4	course%1:14:00::	man	59:65
12	of	wf	IN	of	_	ignore	66:68
13	human	wf	JJ	human%1|human%3	human%3:00:00::	man	69:74
14	events	wf	NNS	event%1	event%1:03:00::	man	75:81

# text = a monster with a hundred heads who breathed out flames; son of Typhoeus and father of Cerberus and the Chimera and the Sphinx
# id = 09502906-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	monster	wf	NN	monster%1	monster%1:18:02::	man	2:9
3	with	wf	IN	with	_	ignore	10:14
4	a	wf	DT	a	_	ignore	15:16
5	hundred	wf	CD	hundred	_	ignore	17:24
6	heads	wf	NNS	head%1|head%2	head%1:08:00::	man	25:30
7	who	wf	WP	who	_	ignore	31:34
8	breathed	wf	JJ	breathe%2|breathed%3	_	un	35:43
9	out	wf	IN	out%1|out%2|out%3|out%4	_	un	44:47
10	flames	wf	NNS	flame%1|flame%2	_	un	48:54
11	;	wf	punc	_	_	ignore	54:55
12	son	wf	NN	son%1	son%1:18:00::	auto	56:59
13	of	wf	IN	of	_	ignore	60:62
14	Typhoeus	wf	NNP	Typhoeus%1	typhoeus%1:18:00::	auto	63:71
15	and	wf	CC	and	_	ignore	72:75
16	father	wf	NN	father%1|father%2	father%1:18:00::	man	76:82
17	of	wf	IN	of	_	ignore	83:85
18	Cerberus	wf	NNP	Cerberus%1	cerberus%1:18:00::	auto	86:94
19	and	wf	CC	and	_	ignore	95:98
20	the	wf	DT	the	_	ignore	99:102
21	Chimera	wf	NNP	Chimera%1	chimera%1:18:00::	auto	103:110
22	and	wf	CC	and	_	ignore	111:114
23	the	wf	DT	the	_	ignore	115:118
24	Sphinx	wf	NNP	Sphinx%1	sphinx%1:18:00::	man	119:125

# text = supernatural forces and events and beings collectively; 
# id = 09503877-n-1
# type = def
1	supernatural	wf	JJ	supernatural%1|supernatural%3	supernatural%3:00:00::	man	0:12
2	forces	wf	NNS	force%1|force%2	_	un	13:19
3	and	wf	CC	and	_	ignore	20:23
4	events	wf	NNS	event%1	event%1:03:00::	man	24:30
5	and	wf	CC	and	_	ignore	31:34
6	beings	wf	NNS	being%1	_	un	35:41
7	collectively	wf	RB	collectively%4	collectively%4:02:00::	auto	42:54
8	;	wf	punc	_	_	ignore	54:55

# text = She doesn't believe in the supernatural
# id = 09503877-n-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	does	wf	_	do%1|doe%1|do%2	_	un	4:8
3	n't	wf	_	not%4	_	un	8:11
4	believe	wf	_	believe%2	_	un	12:19
5	in	wf	_	in	_	ignore	20:22
6	the	wf	_	the	_	ignore	23:26
7	supernatural	wf	_	supernatural%1|supernatural%3	supernatural%1:18:00::	auto	27:39

# text = one of the three Furies
# id = 09506674-n-1
# type = def
1	one	wf	CD	one	_	ignore	0:3
2	of	wf	IN	of	_	ignore	4:6
3	the	wf	DT	the	_	ignore	7:10
4	three	wf	CD	three	_	ignore	11:16
5	Furies	wf	NNP	Fury%1	fury%1:18:00::	man	17:23

# text = a causal agent creating and controlling things in the universe; 
# id = 09503682-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	causal_agent%1	causal_agent%1:03:00::	auto	_
3	causal	cf|a	JJ	causal%3	_	un	2:8
4	agent	cf|a	NN	agent%1	_	un	9:14
5	creating	wf	VBG	create%2	create%2:36:02::	man	15:23
6	and	wf	CC	and	_	ignore	24:27
7	controlling	wf	VBG	control%2|controlling%3	_	un	28:39
8	things	wf	NNS	thing%1|things%1	thing%1:06:01::	man	40:46
9	in	wf	IN	in	_	ignore	47:49
10	the	wf	DT	the	_	ignore	50:53
11	universe	wf	NN	universe%1	universe%1:17:00::	man	54:62
12	;	wf	punc	_	_	ignore	62:63

# text = the laws of nature
# id = 09503682-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	laws	wf	_	law%1	_	un	4:8
3	of	wf	_	of	_	ignore	9:11
4	nature	wf	_	nature%1	nature%1:18:00::	auto	12:18

# text = nature has seen to it that men are stronger than women
# id = 09503682-n-3
# type = ex
1	nature	wf	_	nature%1	nature%1:18:00::	auto	0:6
2	has	wf	_	have%2	_	un	7:10
3	seen	wf	_	see%2	_	un	11:15
4	to	wf	_	to	_	ignore	16:18
5	it	wf	_	it	_	ignore	19:21
6	that	wf	_	that	_	ignore	22:26
7	men	wf	_	man%1|men%1	_	un	27:30
8	are	wf	_	are%1|be%2	_	un	31:34
9	stronger	wf	_	strong%3	_	un	35:43
10	than	wf	_	than	_	ignore	44:48
11	women	wf	_	woman%1	_	un	49:54

# text = a leader in religious or sacred affairs
# id = 09505153-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	leader	wf	NN	leader%1	leader%1:18:00::	man	2:8
3	in	wf	IN	in	_	ignore	9:11
4	religious	wf	JJ	religious%1|religious%3	religious%5:00:00:sacred:00	man	12:21
5	or	wf	CC	or	_	ignore	22:24
6	sacred	wf	JJ	sacred%3	sacred%3:00:00::	man	25:31
7	affairs	wf	NNS	affair%1|affairs%1	affairs%1:04:00::	man	32:39

# text = one of the three Furies
# id = 09506598-n-1
# type = def
1	one	wf	CD	one	_	ignore	0:3
2	of	wf	IN	of	_	ignore	4:6
3	the	wf	DT	the	_	ignore	7:10
4	three	wf	CD	three	_	ignore	11:16
5	Furies	wf	NNP	Fury%1	fury%1:18:00::	man	17:23

# text = a person who is part mortal and part god
# id = 09506216-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	person	wf	NN	person%1	person%1:03:00::	man	2:8
3	who	wf	WP	who	_	ignore	9:12
4	is	wf	VBZ	i%1|be%2	_	un	13:15
5	part	wf	NN	part%1|part%2|part%4	_	un	16:20
6	mortal	wf	JJ	mortal%1|mortal%3	mortal%1:03:00::	man	21:27
7	and	wf	CC	and	_	ignore	28:31
8	part	wf	NN	part%1|part%2|part%4	_	un	32:36
9	god	wf	NN	god%1	god%1:18:01::	man	37:40

# text = a being (usually female) imagined to have special powers derived from the devil
# id = 09503282-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	being	wf	NN	being%1|be%2	_	un	2:7
3	(	wf	punc	_	_	ignore	8:9
4	usually	wf	RB	usually%4	usually%4:02:00::	auto	9:16
5	female	wf	NN	female%1|female%3	female%3:00:00::	man	17:23
6	)	wf	punc	_	_	ignore	23:24
7	imagined	wf	VBN	imagine%2	imagine%2:31:01::	man	25:33
8	to	wf	TO	to	_	ignore	34:36
9	have	wf	VB	have%1|have%2	_	un	37:41
10	special	wf	JJ	special%1|special%3	_	un	42:49
11	powers	wf	NNS	power%1|power%2	_	un	50:56
12	derived	wf	VBN	derive%2|derived%3	derive%2:40:00::	man	57:64
13	from	wf	IN	from	_	ignore	65:69
14	the	wf	DT	the	_	ignore	70:73
15	devil	wf	NN	devil%1|devil%2	_	un	74:79

# text = mythical German warrior hero of the Nibelungenlied who takes possession of the accursed treasure of the Nibelungs by slaying the dragon that guards it and awakens Brynhild and is eventually killed; Sigurd is the Norse counterpart
# id = 09501737-n-1
# type = def
1	mythical	wf	JJ	mythical%3	mythical%5:00:00:unreal:00	auto	0:8
2	German	wf	JJ	German%1|German%3	german%3:01:00::	man	9:15
3	warrior	wf	NN	warrior%1	warrior%1:18:00::	auto	16:23
4	hero	wf	NN	hero%1	hero%1:18:04::	man	24:28
5	of	wf	IN	of	_	ignore	29:31
6	the	wf	DT	the	_	ignore	32:35
7	Nibelungenlied	wf	NNP	Nibelungenlied%1	nibelungenlied%1:10:00::	auto	36:50
8	who	wf	WP	who	_	ignore	51:54
9	takes	wf	VBZ	take%1|take%2	_	un	55:60
10	possession	wf	NN	possession%1	possession%1:04:00::	man	61:71
11	of	wf	IN	of	_	ignore	72:74
12	the	wf	DT	the	_	ignore	75:78
13	accursed	wf	JJ	accurse%2|accursed%3	accursed%5:00:00:cursed:00	man	79:87
14	treasure	wf	NN	treasure%1|treasure%2	treasure%1:21:00::	man	88:96
15	of	wf	IN	of	_	ignore	97:99
16	the	wf	DT	the	_	ignore	100:103
17	Nibelungs	wf	NNP	Nibelung%1	nibelung%1:18:00::	man	104:113
18	by	wf	IN	by	_	ignore	114:116
19	slaying	wf	VBG	slaying%1|slay%2	slay%2:41:00::	man	117:124
20	the	wf	DT	the	_	ignore	125:128
21	dragon	wf	NN	dragon%1	dragon%1:18:02::	man	129:135
22	that	wf	WDT	that	_	ignore	136:140
23	guards	wf	VBZ	guard%1|guard%2	guard%2:41:00::|guard%2:33:03::	man	141:147
24	it	wf	PRP	it	_	ignore	148:150
25	and	wf	CC	and	_	ignore	151:154
26	awakens	wf	VB	awaken%2	awaken%2:29:00::	man	155:162
27	Brynhild	wf	NNP	Brynhild%1	brynhild%1:18:00::	auto	163:171
28	and	wf	CC	and	_	ignore	172:175
29	is	wf	VBZ	i%1|be%2	_	un	176:178
30	eventually	wf	RB	eventually%4	_	un	179:189
31	killed	wf	VBN	kill%2	kill%2:35:00::	man	190:196
32	;	wf	punc	_	_	ignore	196:197
33	Sigurd	wf	NNP	Sigurd%1	sigurd%1:18:00::	auto	198:204
34	is	wf	VBZ	i%1|be%2	_	un	205:207
35	the	wf	DT	the	_	ignore	208:211
36	Norse	wf	JJ	Norse%1|Norse%3	norse%3:01:01::|norse%3:01:00::	man	212:217
37	counterpart	wf	NN	counterpart%1	counterpart%1:09:00::	man	218:229

# text = a beautiful young man who fell in love with his own reflection
# id = 09499338-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	beautiful	wf	JJ	beautiful%3	beautiful%3:00:00::	man	2:11
3	_	glob|b	_	young_man%1	young_man%1:18:00::	man	_
4	young	cf|b	JJ	young%1|young%3	_	un	12:17
5	man	cf|b	NN	man%1|man%2	_	un	18:21
6	who	wf	WP	who	_	ignore	22:25
7	_	glob|a	_	fall_in_love%2	fall_in_love%2:30:00::	man	_
8	fell	cf|a	JJ	fell%1|fall%2|fell%2|fell%3	_	un	26:30
9	in	cf|a	IN	in	_	ignore	31:33
10	love	cf|a	NN	love%1|love%2	_	un	34:38
11	with	wf	IN	with	_	ignore	39:43
12	his	wf	PRP$	his	_	ignore	44:47
13	own	wf	JJ	own%2|own%3	_	un	48:51
14	reflection	wf	NN	reflection%1	reflection%1:06:00::	man	52:62

# text = an agent that is the cause of all things but does not itself have a cause; 
# id = 09504603-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	agent	wf	NN	agent%1	agent%1:17:00::	man	3:8
3	that	wf	WDT	that	_	ignore	9:13
4	is	wf	VBZ	i%1|be%2	_	un	14:16
5	the	wf	DT	the	_	ignore	17:20
6	cause	wf	NN	cause%1|cause%2	_	un	21:26
7	of	wf	IN	of	_	ignore	27:29
8	all	wf	JJ	all%3|all%4	_	un	30:33
9	things	wf	NNS	thing%1|things%1	thing%1:06:01::	man	34:40
10	but	wf	CC	but	_	ignore	41:44
11	does	wf	VBZ	do%1|doe%1|do%2	_	un	45:49
12	not	wf	RB	not%4	not%4:02:00::	auto	50:53
13	itself	wf	PRP	itself	_	ignore	54:60
14	have	wf	VBP	have%1|have%2	_	un	61:65
15	a	wf	DT	a	_	ignore	66:67
